Index,age,vintage,bottled,avp,size,price,name,bottling,bottler,loc/type,country,name_1,name_2
4705,21,1994,2015,63.60%,700,2168.94,Karuizawa Noh,"Original Bottling, Japan Single Malt",Original Bottling,Japan,JP,Karuizawa,Karuizawa Noh
4706,12,1995,2007,63.00%,700,2718.39,Karuizawa Noh,"Original Bottling, Japan Single Malt",Original Bottling,Japan,JP,Karuizawa,Karuizawa Noh
5077,31,1981,2012,62.80%,700,11599.5,Karuizawa Sakura,"Original Bottling, Japan Single Malt",Original Bottling,Japan,JP,Karuizawa,Karuizawa Sakura
5078,29,1982,2011,58.10%,700,2296.59,Karuizawa Single Cask,"Original Bottling, Japan Single Malt",Original Bottling,Japan,JP,Karuizawa,Karuizawa Single
5079,27,1984,2011,57.70%,200,1066.71,Karuizawa Single Cask,"Original Bottling, Japan Single Malt",Original Bottling,Japan,JP,Karuizawa,Karuizawa Single
5080,28,1984,2012,59.90%,700,2059.05,Karuizawa 132.1,"Scotch Malt Whisky Society, Japan Single Malt",Scotch Malt Whisky Society,Japan,JP,Karuizawa,Karuizawa 132.1
5081,13,1995,2008,63.00%,500,1581.75,Karuizawa Mercian,"Original Bottling, Japan Single Malt",Original Bottling,Japan,JP,Karuizawa,Karuizawa Mercian
5513,35,1975,2010,61.80%,700,2332.11,Karuizawa Single Cask,"Original Bottling, Japan Single Malt",Original Bottling,Japan,JP,Karuizawa,Karuizawa Single
5514,33,1976,2009,63.00%,700,3041.4,Karuizawa Noh,"Original Bottling, Japan Single Malt",Original Bottling,Japan,JP,Karuizawa,Karuizawa Noh
5515,34,1976,2010,63.60%,700,3669.66,Karuizawa Single Cask,"Original Bottling, Japan Single Malt",Original Bottling,Japan,JP,Karuizawa,Karuizawa Single
5516,30,1984,2014,53.30%,700,14790.75,Karuizawa Single Cask,"Original Bottling, Japan Single Malt",Original Bottling,Japan,JP,Karuizawa,Karuizawa Single
5517,22,1986,2008,60.70%,700,1221,Karuizawa Single Cask,"Original Bottling, Japan Single Malt",Original Bottling,Japan,JP,Karuizawa,Karuizawa Single
5518,12,2000,2012,64.30%,700,1141.08,Karuizawa Sea Dragon,"Original Bottling, Japan Single Malt",Original Bottling,Japan,JP,Karuizawa,Karuizawa Sea
5519,,2000,,62.40%,700,812.52,Karuizawa Tokyo Bar Show 2013,"Original Bottling, Japan Single Malt",Original Bottling,Japan,JP,Karuizawa,Karuizawa Tokyo
5837,45,1967,2012,59.60%,700,7146.18,Karuizawa Single Cask,"Original Bottling, Japan Single Malt",Original Bottling,Japan,JP,Karuizawa,Karuizawa Single
5838,39,1972,2011,63.30%,700,3647.46,Karuizawa Single Cask,"Original Bottling, Japan Single Malt",Original Bottling,Japan,JP,Karuizawa,Karuizawa Single
